Время срабатывания,Квитировать,Сообщение
02.06.2020 14:46:45.668,Не квитировано,Вентилятор АТ-111/1. ОТКЛЮЧЕН
02.06.2020 14:46:45.418,Не квитировано,Вентилятор АТ-111/1. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:46:43.036,Не квитировано,FS-952. Защита компрессора К-112 от низкого давления масла. РАЗОМКНУТ
02.06.2020 14:46:42.737,Не квитировано,Компрессор К-112. ЗАДЕРЖКА
02.06.2020 14:46:42.665,Не квитировано,Компрессор К-112. ОТКЛЮЧЕН
02.06.2020 14:46:42.435,Не квитировано,Соленоидный клапан К111-СR2. ЗАКРЫТ
02.06.2020 14:46:42.435,Не квитировано,"Соленоидный клапан К111-СR2. ПОЛУЧЕНА КОМАНДА ""ЗАКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:46:42.415,Не квитировано,Компрессор К-112. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:46:41.435,Не квитировано,"Соленоидный клапан К112-СR1. ПОЛУЧЕНА КОМАНДА ""ЗАКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:46:41.435,Не квитировано,Соленоидный клапан К112-СR1. ЗАКРЫТ
02.06.2020 14:46:36.436,Не квитировано,FS-953. Защита компрессора К-113 от низкого давления масла. РАЗОМКНУТ
02.06.2020 14:46:36.066,Не квитировано,Компрессор К-113. НАЗНАЧЕН РЕЖИМ РЕЗЕРВНЫЙ
02.06.2020 14:46:36.066,Не квитировано,Компрессор К-113. НАЗНАЧИТЬ РЕЖИМ РЕЗЕРВНЫЙ АВТОМАТИЧЕСКИ
02.06.2020 14:46:36.036,Не квитировано,Компрессор К-113. ЗАДЕРЖКА
02.06.2020 14:46:35.966,Не квитировано,Компрессор К-113. ОТКЛЮЧЕН
02.06.2020 14:46:35.735,Не квитировано,"Соленоидный клапан К112-СR2. ПОЛУЧЕНА КОМАНДА ""ЗАКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:46:35.715,Не квитировано,Компрессор К-113. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:46:33.634,Не квитировано,Соленоидный клапан К-24. ЗАКРЫТ
02.06.2020 14:46:33.634,Не квитировано,"Соленоидный клапан К-24. ПОЛУЧЕНА КОМАНДА ""ЗАКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:46:33.634,Не квитировано,"Соленоидный клапан К-23. ПОЛУЧЕНА КОМАНДА ""ЗАКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:46:33.634,Не квитировано,Соленоидный клапан К-23. ЗАКРЫТ
02.06.2020 14:46:33.529,Не квитировано,TT-981. Температура пропиленгликоля в емкости Е-112. «Минимум»
02.06.2020 14:45:41.767,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:45:41.517,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:45:34.535,Не квитировано,Соленоидный клапан К113-СR1. ЗАКРЫТ
02.06.2020 14:45:34.535,Не квитировано,"Соленоидный клапан К113-СR1. ПОЛУЧЕНА КОМАНДА ""ЗАКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:45:32.466,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:45:31.816,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:45:26.733,Не квитировано,Соленоидный клапан К-22. ЗАКРЫТ
02.06.2020 14:45:26.733,Не квитировано,"Соленоидный клапан К-22. ПОЛУЧЕНА КОМАНДА ""ЗАКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:45:26.732,Не квитировано,"Соленоидный клапан К-21. ПОЛУЧЕНА КОМАНДА ""ЗАКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:45:26.732,Не квитировано,Соленоидный клапан К-21. ЗАКРЫТ
02.06.2020 14:44:41.465,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:44:41.215,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:44:28.665,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:44:28.015,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:43:41.263,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:43:41.013,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:43:33.931,Не квитировано,"Соленоидный клапан К113-СR2. ПОЛУЧЕНА КОМАНДА ""ЗАКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:43:33.931,Не квитировано,Соленоидный клапан К113-СR2. ЗАКРЫТ
02.06.2020 14:43:28.864,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:43:28.213,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:43:01.363,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:43:01.112,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:42:27.612,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:42:26.912,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:42:03.161,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:42:02.911,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:41:29.911,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:41:29.211,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:41:06.961,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:41:06.710,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:40:28.060,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:40:27.410,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:40:03.659,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:40:03.408,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:39:34.218,Не квитировано,TT-961. Температура пропиленгликоля в емости Е-111. НОРМА
02.06.2020 14:39:34.218,Не квитировано,TT-961. Температура пропиленгликоля в емости Е-111. «Максимум» СНЯТ
02.06.2020 14:39:24.758,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:39:24.108,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:39:01.358,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:39:01.108,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:38:16.307,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:38:15.608,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:37:54.957,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:37:03.305,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:37:02.605,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:36:46.455,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:36:46.205,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:36:33.112,Не квитировано,LT-911. Уровень углеводородного конденсата в емкости Е-1. «Минимум предаварийный» СНЯТ
02.06.2020 14:36:33.112,Не квитировано,LT-911. Уровень углеводородного конденсата в емкости Е-1. «Минимум аварийный» СНЯТ
02.06.2020 14:36:33.112,Не квитировано,LT-911. Уровень углеводородного конденсата в емкости Е-1. НОРМА
02.06.2020 14:36:33.112,Не квитировано,LT-911. Уровень углеводородного конденсата в емкости Е-1. «Минимум» СНЯТ
02.06.2020 14:34:00.008,Не квитировано,Нагреватель ТЭН-22. НАЗНАЧЕН РЕЖИМ ОСНОВНОЙ
02.06.2020 14:34:00.008,Не квитировано,Нагреватель ТЭН-22. КОМАНДА - НАЗНАЧИТЬ РЕЖИМ ОСНОВНОЙ С АРМ
02.06.2020 14:33:35.058,Не квитировано,"Группа нагревателей ТЭН-21, ТЭН-23, ТЭН-29, ТЭН-41. НАЗНАЧЕН РЕЖИМ ОСНОВНОЙ"
02.06.2020 14:33:35.058,Не квитировано,"Группа нагревателей ТЭН-21, ТЭН-23, ТЭН-29, ТЭН-41. КОМАНДА - НАЗНАЧИТЬ РЕЖИМ ОСНОВНОЙ С АРМ"
02.06.2020 14:32:58.011,Не квитировано,PDT-996. Перепад давления пропиленгликоля на насосе Р-22/В. «Минимум аварийный» СНЯТ
02.06.2020 14:30:39.200,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:30:38.500,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:30:28.050,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:30:27.801,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:29:30.115,Не квитировано,Соленоидный клапан К113-СR2. ОТКРЫТ
02.06.2020 14:29:30.115,Не квитировано,"Соленоидный клапан К113-СR2. ПОЛУЧЕНА КОМАНДА ""ОТКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:29:15.846,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:29:15.197,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:29:00.114,Не квитировано,Соленоидный клапан К113-СR1. ОТКРЫТ
02.06.2020 14:29:00.114,Не квитировано,"Соленоидный клапан К113-СR1. ПОЛУЧЕНА КОМАНДА ""ОТКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:28:58.146,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:28:57.896,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:28:42.197,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:28:41.496,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:28:30.315,Не квитировано,FS-953. Защита компрессора К-113 от низкого давления масла. ЗАМКНУТ
02.06.2020 14:28:30.293,Не квитировано,Компрессор К-113. ВКЛЮЧЕН
02.06.2020 14:28:30.144,Не квитировано,Компрессор К-113. НАЗНАЧИТЬ РЕЖИМ ОСНОВНОЙ АВТОМАТИЧЕСКИ
02.06.2020 14:28:30.144,Не квитировано,Компрессор К-113. НАЗНАЧЕН РЕЖИМ ОСНОВНОЙ
02.06.2020 14:28:30.143,Не квитировано,Компрессор К-113. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:28:20.347,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:28:20.096,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:28:06.996,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:28:06.296,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:28:00.114,Не квитировано,Компрессор К-113. ЗАДЕРЖКА СНЯТА
02.06.2020 14:27:26.146,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:27:25.896,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:27:11.295,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:27:10.595,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:26:31.546,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:26:31.296,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:26:13.594,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:26:12.894,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:26:01.111,Не квитировано,"Соленоидный клапан К-24. ПОЛУЧЕНА КОМАНДА ""ОТКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:26:01.111,Не квитировано,Соленоидный клапан К-24. ОТКРЫТ
02.06.2020 14:25:59.111,Не квитировано,"Соленоидный клапан К-23. ПОЛУЧЕНА КОМАНДА ""ОТКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:25:59.111,Не квитировано,Соленоидный клапан К-23. ОТКРЫТ
02.06.2020 14:25:03.111,Не квитировано,"Соленоидный клапан К112-СR2. ПОЛУЧЕНА КОМАНДА ""ОТКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:24:53.893,Не квитировано,Вентилятор АТ-111/1. ВКЛЮЧЕН
02.06.2020 14:24:53.193,Не квитировано,Вентилятор АТ-111/1. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:24:36.643,Не квитировано,Вентилятор АТ-111/1. ОТКЛЮЧЕН
02.06.2020 14:24:36.393,Не квитировано,Вентилятор АТ-111/1. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:24:06.891,Не квитировано,Вентилятор АТ-111/1. ВКЛЮЧЕН
02.06.2020 14:24:06.191,Не квитировано,Вентилятор АТ-111/1. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:23:49.641,Не квитировано,Вентилятор АТ-111/1. ОТКЛЮЧЕН
02.06.2020 14:23:49.391,Не квитировано,Вентилятор АТ-111/1. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:23:28.509,Не квитировано,Соленоидный клапан К112-СR2. ЗАКРЫТ
02.06.2020 14:23:28.509,Не квитировано,"Соленоидный клапан К112-СR2. ПОЛУЧЕНА КОМАНДА ""ЗАКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:23:11.109,Не квитировано,"Соленоидный клапан К112-СR2. ПОЛУЧЕНА КОМАНДА ""ОТКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:23:11.109,Не квитировано,Соленоидный клапан К112-СR2. ОТКРЫТ
02.06.2020 14:22:42.710,Не квитировано,FS-953. Защита компрессора К-113 от низкого давления масла. РАЗОМКНУТ
02.06.2020 14:22:42.338,Не квитировано,Компрессор К-113. НАЗНАЧЕН РЕЖИМ РЕЗЕРВНЫЙ
02.06.2020 14:22:42.310,Не квитировано,Компрессор К-113. ЗАДЕРЖКА
02.06.2020 14:22:42.238,Не квитировано,Компрессор К-113. ОТКЛЮЧЕН
02.06.2020 14:22:42.008,Не квитировано,Соленоидный клапан К112-СR2. ЗАКРЫТ
02.06.2020 14:22:42.008,Не квитировано,"Соленоидный клапан К112-СR2. ПОЛУЧЕНА КОМАНДА ""ЗАКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:22:41.988,Не квитировано,Компрессор К-113. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:21:33.108,Не квитировано,Соленоидный клапан К113-СR1. ЗАКРЫТ
02.06.2020 14:21:33.108,Не квитировано,"Соленоидный клапан К113-СR1. ПОЛУЧЕНА КОМАНДА ""ЗАКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:21:30.107,Не квитировано,"Соленоидный клапан К113-СR1. ПОЛУЧЕНА КОМАНДА ""ОТКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:21:30.107,Не квитировано,Соленоидный клапан К113-СR1. ОТКРЫТ
02.06.2020 14:21:21.441,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:21:21.190,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:21:19.106,Не квитировано,Компрессор К-101. ЗАДЕРЖКА СНЯТА
02.06.2020 14:21:10.689,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:21:09.989,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:21:00.307,Не квитировано,FS-953. Защита компрессора К-113 от низкого давления масла. ЗАМКНУТ
02.06.2020 14:21:00.285,Не квитировано,Компрессор К-113. ВКЛЮЧЕН
02.06.2020 14:21:00.136,Не квитировано,Компрессор К-113. НАЗНАЧЕН РЕЖИМ ОСНОВНОЙ
02.06.2020 14:21:00.136,Не квитировано,Компрессор К-113. НАЗНАЧИТЬ РЕЖИМ ОСНОВНОЙ АВТОМАТИЧЕСКИ
02.06.2020 14:21:00.136,Не квитировано,Компрессор К-113. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:20:30.106,Не квитировано,Компрессор К-113. ЗАДЕРЖКА СНЯТА
02.06.2020 14:20:25.498,Не квитировано,TT-981. Температура пропиленгликоля в емкости Е-112. НОРМА
02.06.2020 14:20:25.498,Не квитировано,TT-981. Температура пропиленгликоля в емкости Е-112. «Максимум» СНЯТ
02.06.2020 14:19:30.139,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:19:29.888,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:19:20.889,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:19:20.186,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:17:43.835,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:17:43.584,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:17:34.084,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:17:33.384,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:16:14.033,Не квитировано,Вентилятор АТ-111/2. ОТКЛЮЧЕН
02.06.2020 14:16:13.783,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:16:04.134,Не квитировано,Вентилятор АТ-111/2. ВКЛЮЧЕН
02.06.2020 14:16:03.483,Не квитировано,Вентилятор АТ-111/2. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:15:51.392,Не квитировано,PT-946. Давление фреона на выходе компрессора К-101. «Максимум» СНЯТ
02.06.2020 14:15:51.392,Не квитировано,PT-946. Давление фреона на выходе компрессора К-101. «Максимум предаварийный» СНЯТ
02.06.2020 14:15:18.594,Не квитировано,Компрессор К-101. Высокое давл. на линии нагнетания по датчику. СИГНАЛ СНЯТ
02.06.2020 14:15:18.591,Не квитировано,PT-946. Давление фреона на выходе компрессора К-101. «Максимум аварийный» СНЯТ
02.06.2020 14:15:17.900,Не квитировано,Компрессор К-101. ЗАДЕРЖКА
02.06.2020 14:15:17.827,Не квитировано,Компрессор К-101. ОТКЛЮЧЕН
02.06.2020 14:15:17.628,Не квитировано,Компрессор К-101. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:15:17.628,Не квитировано,Компрессор К-101. НАЗНАЧЕН РЕЖИМ РЕМОНТНЫЙ
02.06.2020 14:15:17.591,Не квитировано,PT-946. Давление фреона на выходе компрессора К-101. «Максимум аварийный»
02.06.2020 14:15:04.792,Не квитировано,PT-946. Давление фреона на выходе компрессора К-101. «Максимум предаварийный»
02.06.2020 14:15:04.792,Не квитировано,PT-946. Давление фреона на выходе компрессора К-101. «Максимум»
02.06.2020 14:14:19.627,Не квитировано,Компрессор К-101. ВКЛЮЧЕН
02.06.2020 14:14:19.526,Не квитировано,Компрессор К-101. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:14:19.427,Не квитировано,Компрессор К-101. КОМАНДА - НАЗНАЧИТЬ РЕЖИМ ОСНОВНОЙ С АРМ
02.06.2020 14:14:19.427,Не квитировано,Компрессор К-101. НАЗНАЧЕН РЕЖИМ ОСНОВНОЙ
02.06.2020 14:14:09.877,Не квитировано,Компрессор К-101. КОМАНДА - ДЕБЛОКИРОВАТЬ НЕИСПРАВНОСТЬ С АРМ
02.06.2020 14:14:09.877,Не квитировано,Компрессор К-101. НЕИСПРАВНОСТЬ ДЕБЛОКИРОВАНА
02.06.2020 14:14:03.099,Не квитировано,"Соленоидный клапан К112-СR2. ПОЛУЧЕНА КОМАНДА ""ОТКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:14:03.099,Не квитировано,Соленоидный клапан К112-СR2. ОТКРЫТ
02.06.2020 14:13:59.081,Не квитировано,Вентилятор АТ-111/1. ВКЛЮЧЕН
02.06.2020 14:13:58.381,Не квитировано,Вентилятор АТ-111/1. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:13:42.831,Не квитировано,Вентилятор АТ-111/1. ОТКЛЮЧЕН
02.06.2020 14:13:42.581,Не квитировано,Вентилятор АТ-111/1. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:13:34.199,Не квитировано,FS-953. Защита компрессора К-113 от низкого давления масла. РАЗОМКНУТ
02.06.2020 14:13:33.799,Не квитировано,Компрессор К-113. ЗАДЕРЖКА
02.06.2020 14:13:33.829,Не квитировано,Компрессор К-113. НАЗНАЧЕН РЕЖИМ РЕЗЕРВНЫЙ
02.06.2020 14:13:33.829,Не квитировано,Компрессор К-113. НАЗНАЧИТЬ РЕЖИМ РЕЗЕРВНЫЙ АВТОМАТИЧЕСКИ
02.06.2020 14:13:33.729,Не квитировано,Компрессор К-113. ОТКЛЮЧЕН
02.06.2020 14:13:33.498,Не квитировано,"Соленоидный клапан К112-СR2. ПОЛУЧЕНА КОМАНДА ""ЗАКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:13:33.498,Не квитировано,Соленоидный клапан К112-СR2. ЗАКРЫТ
02.06.2020 14:13:33.479,Не квитировано,Компрессор К-113. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:13:30.279,Не квитировано,Компрессор К-113. ВКЛЮЧЕН
02.06.2020 14:13:30.129,Не квитировано,Компрессор К-113. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:13:30.129,Не квитировано,Компрессор К-113. НАЗНАЧЕН РЕЖИМ ОСНОВНОЙ
02.06.2020 14:13:30.129,Не квитировано,Компрессор К-113. НАЗНАЧИТЬ РЕЖИМ ОСНОВНОЙ АВТОМАТИЧЕСКИ
02.06.2020 14:13:30.300,Не квитировано,FS-953. Защита компрессора К-113 от низкого давления масла. ЗАМКНУТ
02.06.2020 14:13:00.698,Не квитировано,Компрессор К-113. ЗАДЕРЖКА СНЯТА
02.06.2020 14:12:33.229,Не квитировано,Вентилятор АТ-111/1. ВКЛЮЧЕН
02.06.2020 14:12:32.579,Не квитировано,Вентилятор АТ-111/1. КОМАНДА - ВКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:12:30.097,Не квитировано,Соленоидный клапан К112-СR2. ОТКРЫТ
02.06.2020 14:12:30.096,Не квитировано,"Соленоидный клапан К112-СR2. ПОЛУЧЕНА КОМАНДА ""ОТКРЫТЬ АВТОМАТИЧЕСКИ"""
02.06.2020 14:12:17.029,Не квитировано,Вентилятор АТ-111/1. ОТКЛЮЧЕН
02.06.2020 14:12:16.779,Не квитировано,Вентилятор АТ-111/1. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:12:01.197,Не квитировано,FS-953. Защита компрессора К-113 от низкого давления масла. РАЗОМКНУТ
02.06.2020 14:12:00.827,Не квитировано,Компрессор К-113. НАЗНАЧИТЬ РЕЖИМ РЕЗЕРВНЫЙ АВТОМАТИЧЕСКИ
02.06.2020 14:12:00.827,Не квитировано,Компрессор К-113. НАЗНАЧЕН РЕЖИМ РЕЗЕРВНЫЙ
02.06.2020 14:12:00.797,Не квитировано,Компрессор К-113. ЗАДЕРЖКА
02.06.2020 14:12:00.727,Не квитировано,Компрессор К-113. ОТКЛЮЧЕН
02.06.2020 14:12:00.497,Не квитировано,Соленоидный клапан К112-СR2. ЗАКРЫТ
02.06.2020 14:12:00.476,Не квитировано,Компрессор К-113. КОМАНДА - ОТКЛЮЧИТЬ АВТОМАТИЧЕСКИ
02.06.2020 14:11:38.427,Не квитировано,Вентилятор АТ-101/1. ОТКЛЮЧЕН
02.06.2020 14:11:38.327,Не квитировано,Вентилятор АТ-101/1. НАЗНАЧИТЬ РЕЖИМ РЕМОНТНЫЙ АВТОМАТИЧЕСКИ
02.06.2020 14:11:38.327,Не квитировано,Вентилятор АТ-101/1. НЕИСПРАВЕН. НЕТ НАПРЯЖЕНИЯ В СХЕМЕ УПРАВЛЕНИЯ
02.06.2020 14:11:38.327,Не квитировано,Вентилятор АТ-101/1. НАЗНАЧЕН РЕЖИМ РЕМОНТНЫЙ
02.06.2020 14:11:25.327,Не квитировано,Вентилятор АТ-101/1. ВКЛЮЧЕН
02.06.2020 14:11:24.477,Не квитировано,Вентилятор АТ-101/1. КОМАНДА - ВКЛЮЧИТЬ С АРМ
02.06.2020 14:11:22.697,Не квитировано,Соленоидный клапан К113-СR1. ЗАКРЫТ
